33.852887163 0.254460676 27.036346143 0.161302223 -0.341022782 0.850707181 -0.366035991
30.130343148 5.820799084 33.851453191 0.518819026 0.671082997 0.527567280 -0.046337826
27.307999049 2.896184450 24.934102465 -0.439244609 -0.894771625 -0.065715673 0.046145027
27.491131275 9.042997836 27.283788574 -0.762126174 -0.569413872 0.104549293 -0.289829229
28.884198537 9.489217085 34.167745270 -0.554583621 -0.237520913 -0.297534058 0.739928583
30.254727057 3.419234398 22.213563181 0.095182511 0.705592205 0.670192895 -0.209574360
24.797581805 2.128660980 31.523936639 0.049405002 0.138432493 0.184189511 -0.971838369
27.944280680 1.458317566 26.549952461 -0.630121102 -0.059503054 0.752843009 0.180649348
31.255822812 4.870341309 30.808095566 -0.437414598 -0.448461105 0.777857709 0.049884777
35.637408779 4.752125249 29.728296526 -0.446350502 -0.591462145 -0.572668827 0.350705255
30.864436204 6.696091756 27.858050347 0.897473379 -0.307081035 -0.301441940 -0.096827318
28.384534589 5.232795955 23.280416085 0.685305831 -0.662831690 -0.300673352 0.024609027
35.235499337 10.076923149 35.458188177 0.308282083 0.620219140 -0.625008012 -0.360076882
30.325774269 -0.535760048 25.052615381 -0.500213349 0.693122379 0.009775927 -0.518914640
20.118363596 10.287430748 29.626820963 -0.524779238 0.767423168 0.273671416 -0.246520567
24.419941623 2.230081438 25.786832765 -0.617662967 0.457130937 -0.552872302 -0.322266944
38.127117961 2.859303792 29.750685483 -0.171523348 0.200640023 0.069544715 -0.962022274
33.342853561 10.285772301 32.167507079 -0.017949020 0.590521813 -0.665174813 0.456622699
35.113287078 2.734402797 35.458952895 0.419312067 0.358994919 -0.068784926 -0.831004617
30.776771571 13.859398169 27.515259097 -0.299945332 -0.688901840 0.477051484 0.455926458
31.744145054 10.184296547 27.297858240 -0.020811762 -0.876136814 0.300355656 0.376480588
24.041730034 2.132551094 32.953093353 0.267992256 0.104513511 -0.881497208 0.374459275
29.809853923 0.713302709 30.010791582 0.521206154 0.311638340 0.677064062 -0.415704157
35.241105441 7.068678470 26.084039455 0.085199096 -0.375489767 -0.805295794 -0.450829494
25.607823621 11.617164257 28.110311968 -0.132982663 -0.834663002 -0.439682462 0.303862828
27.177780804 -1.795223373 29.629390438 0.323296141 -0.813595260 0.105351028 -0.471639184
25.483415246 -0.793192769 36.612785496 0.553805391 -0.423696023 0.289316893 -0.655802565
19.965769332 5.856070591 34.545302434 -0.450459561 -0.048966849 -0.516320801 0.726705760
23.381197883 2.478910641 26.296400058 0.041757845 0.267114549 0.726777555 -0.631427340
33.061928023 4.418127699 24.927970517 0.091208599 -0.020474109 0.612664633 -0.784795419
24.476946861 2.789846716 36.341229185 -0.455521276 0.288738324 -0.542142722 0.644369317
27.372475426 2.813240464 30.273845521 -0.127995916 0.187085003 0.650742494 0.724672653
28.740156288 -0.832539810 30.741825986 -0.347411018 -0.178954329 0.163293067 0.905878749
26.167802094 2.728686569 38.641916399 -0.457839953 -0.740687226 0.427851066 0.242298320
26.984611991 1.941553171 37.701430087 0.064675181 -0.361284152 -0.195818400 -0.909365733
22.140920933 5.948626511 25.890347888 -0.038083976 0.409091222 0.898131673 -0.156695505
22.443144221 1.239118929 28.580114960 0.034085188 0.231036472 0.235613176 0.943369906
27.562506987 2.608101843 29.908544259 -0.463046757 -0.157476488 0.334969848 0.805347166
