-0.064252994 15.006038512 21.529036710 0.702231619 -0.559822369 -0.424281476 -0.115995251
6.465422434 3.159720933 24.875848169 0.709357898 0.412229153 0.415346454 -0.392894159
8.407196019 15.297443960 20.229769033 0.181219184 -0.231709796 -0.139739980 0.945485545
5.022455732 15.870765433 19.001785519 -0.272562529 -0.630603483 -0.459914536 -0.562607798
11.289310839 11.925964730 22.619598651 -0.804342728 -0.067759506 0.590204248 0.010018534
3.264762844 8.693849833 17.100691794 0.130701814 0.788869295 0.597809980 0.056793476
9.285644749 12.571439913 19.157143266 -0.418700916 -0.794569286 -0.204360465 -0.389340458
5.269925842 7.613148092 17.729759789 0.310254118 -0.749267721 0.436337675 0.389807258
1.546030266 10.457812354 21.193985924 -0.641256003 0.336253923 0.689470576 -0.018824531
-4.297023644 8.676521587 22.298268749 0.935539431 -0.019604137 -0.352659926 -0.003553446
6.892516711 17.391895721 29.115985713 -0.354999374 -0.815970732 0.263245008 0.372651681
2.745456242 5.462081945 22.130313433 -0.641595706 -0.527348224 0.152876048 -0.535619001
6.065833889 3.511381545 21.190788198 -0.268341825 -0.416423489 -0.484069656 -0.721291003
11.276467642 14.456348386 25.013878582 -0.032270357 0.367663845 0.462874402 -0.805933750
-0.677158513 7.851076654 21.346691660 -0.983357567 0.064638419 -0.155582343 -0.067999296
-0.869030174 3.632595876 24.388255616 -0.057253940 0.167650103 -0.814293225 0.552758512
-4.931045615 14.469944319 26.504692975 0.392287606 -0.809487992 0.419167706 -0.123036824
0.939226157 14.772607353 22.867525524 -0.393229802 0.299588244 -0.174819003 0.851501922
-2.093943588 17.781492682 20.235613348 -0.178793529 -0.501402454 0.571158231 -0.624825358
-2.807833403 5.241937068 20.464137667 0.100935978 0.568787169 -0.710502526 -0.401844804
2.015227712 7.426889446 22.923810866 0.513636600 -0.492054632 -0.692943466 0.117851751
0.014398589 12.468180682 29.571599784 0.187265775 -0.622559305 -0.439675723 0.619706947
11.598500425 12.580934075 19.432900955 -0.327970614 -0.299363795 -0.643164834 -0.623823365
-1.987863233 10.943953419 17.291866248 0.283891344 -0.089567716 -0.170704741 -0.939278032
9.678583694 15.048218912 23.216419509 -0.442447534 -0.059521808 0.095980621 0.889654458
12.471050162 10.584536689 23.782369949 0.573944179 0.232457840 0.782206219 0.068592006
3.663574589 15.048033671 16.199664521 -0.363151600 -0.523897783 -0.537791848 -0.551753529
5.223190997 7.755653868 31.493766825 0.092217597 0.672917764 -0.207217410 -0.704087028
2.216254463 9.775175106 30.871727159 0.873487539 -0.210960136 -0.009747701 -0.438657409
0.522803535 16.423803445 26.210377484 0.512593829 0.641695508 0.525074091 -0.223095584
-3.931070517 16.395492455 24.213018272 0.525953000 0.161713938 0.763978270 0.336985531
7.256734271 16.096780970 30.693457317 0.216563803 -0.867098908 -0.360236873 -0.267336864
6.170751597 16.903930298 22.401996067 0.158008245 0.570280011 -0.504136488 -0.629015504
2.188410522 16.527081620 26.717650874 0.821738319 -0.542300269 0.084887786 -0.153135945
1.906030123 5.861957886 30.112311459 -0.128412577 0.175958644 -0.182631248 -0.958746365
2.597872741 10.119089577 21.645624044 -0.578692005 0.311635646 0.705255608 -0.265731658
5.727521676 5.355937568 25.659147392 0.667036165 -0.275329247 -0.505824240 -0.472650398
1.494828892 8.363113875 15.231692261 -0.743677618 -0.046183070 -0.620874148 -0.243569326
0.036284215 18.476636558 23.671256273 -0.536951507 -0.118914891 -0.240822971 0.799716590
8.072026987 8.374653892 16.927411969 0.967129964 -0.064048194 -0.236158423 0.069185693
6.195375680 9.800396365 29.711475344 0.182001797 0.261249598 0.489866473 0.811575525
8.747390042 3.339760586 25.583472565 0.403763772 -0.788933784 0.168530635 0.431457676
-3.237227599 4.835775379 23.813804869 0.844773560 -0.450777522 0.127937984 -0.258435931
8.206084750 9.394424751 25.483126317 -0.616352938 0.550137866 -0.526206686 -0.201404837
11.730504534 8.562089317 27.339881515 0.226149887 -0.550941320 0.166732670 0.785824476
-1.558357479 13.819528984 26.746833726 0.433557541 -0.591623347 -0.589368172 -0.338607194
11.504859650 6.873899456 28.065780886 0.528240012 0.647081767 -0.505762661 0.215526814
-1.941704573 9.585426365 28.769949324 0.473895153 -0.119221144 0.605092194 -0.628548438
4.713651611 8.867507267 25.295315230 -0.602767417 0.332341571 -0.278663369 0.669751631
6.812631866 6.683890877 18.864013945 -0.557196811 -0.778840304 -0.285009116 -0.041343675
1.919408221 13.556432619 19.488714434 0.071947212 0.411819671 0.683242611 0.598671606
4.567772041 5.396823657 16.854775633 0.728080038 0.501084211 -0.467680044 -0.009457733
2.623882169 19.753944692 20.873633502 -0.146954453 -0.632082620 -0.510583356 -0.564074983
9.924859194 5.362752444 19.095311015 0.049624546 -0.030359195 0.379840423 0.923220980
-4.013359386 10.813108108 25.109391274 0.749403855 -0.283173455 0.598202449 0.018986447
2.150796751 7.767712780 29.726336069 0.541690468 0.214633816 0.139806187 0.800598521
9.127375894 12.815998156 18.431641791 -0.143204426 0.446482289 0.058184836 0.881340220
6.710605311 9.594153747 15.692853871 0.167990300 0.499443749 -0.573917414 0.626860433
10.153543318 5.210910988 27.425338414 0.443853788 -0.810169720 -0.301554915 0.235973457
0.258480911 12.190489633 28.973972986 -0.077896462 -0.497959425 0.823840703 0.259335782
-1.195261399 5.163713681 26.433410727 -0.489221906 -0.644864148 -0.554352746 -0.193662570
-3.975907942 4.986314971 22.102943277 -0.476295006 0.604843026 -0.549944900 0.323834199
-3.611644270 16.745380977 20.974631380 -0.024090722 -0.565979113 0.702534688 0.430734597
8.661108540 9.297371535 24.276364024 0.154903625 0.776108571 0.570916855 -0.218436027
